,S&P 500,FTSE-500,CAC-40,Nikkei,Portfolio_Value,Loss,NormLoss,Weight,Cumulative_Weight
467,6395.909747793464,7314.230698189384,15682.933908293851,345.38265093178114,9981123.726780545,-18876.273219455034,-0.17092664160285334,0.004614094531290505,0.34606216828293834
472,6477.614907987894,7202.998998468708,15621.455757207887,345.2926108639515,9981507.865991605,-18492.134008394554,-0.1677293717656412,0.004731197570384271,0.3507933658533226
255,6451.639511129777,7229.195988217551,15764.963724029869,344.70440881341307,9981884.839190263,-18115.1608097367,-0.1645917461268038,0.0015943350948274876,0.3523877009481501
208,6469.737866052988,7272.694373071433,15738.698680869968,340.0239382306467,9982301.98436145,-17698.015638550743,-0.16111976087986798,0.0012596920863294353,0.3536473930344795
436,6228.4675066113505,7352.425283259449,15337.90207201345,364.62042411883033,9982511.142377932,-17488.857622068375,-0.15937889559443139,0.003950044524748787,0.3575974375592283
290,6450.7043211452055,7262.983025073563,15829.054598170691,341.837417421367,9982707.313015416,-17292.686984583735,-0.1577461269415131,0.0019000795328676403,0.35949751709209593
192,6438.500851362688,7256.558407013072,15764.035817532145,344.37920589683193,9983081.63929439,-16918.360705610365,-0.1546305321608257,0.0011626090330974764,0.3606601261251934
310,6445.504429659055,7207.1055469484345,15720.233513769645,347.74840515502007,9983753.232675716,-16246.767324283719,-0.1490407220108566,0.002100439442499962,0.3627605655676933
495,6478.154189301623,7241.436148299566,15745.327061732763,341.54566150517076,9983856.295735529,-16143.704264471307,-0.14818290691939714,0.005309336202673734,0.368069901770367
387,6427.19447378433,7259.69256903917,15767.764402875559,345.5017757817879,9984094.909550494,-15905.090449506417,-0.14619687495139466,0.003089818346323836,0.37115972011669085
281,6411.700692753863,7283.551620568782,15694.223749020994,346.2845317304461,9984199.761831483,-15800.238168517128,-0.14532416780326352,0.0018162662235186777,0.3729759863402095
216,6408.434523803843,7276.400945082643,15734.509150187982,346.8410255197887,9984996.28338086,-15003.716619139537,-0.13869455475885736,0.0013112326510049512,0.3742872189912145
254,6436.073557136934,7227.582919332621,15740.270984376231,347.32829372286477,9985188.242212232,-14811.757787767798,-0.13709684183640664,0.0015863634193533501,0.37587358241056784
203,6426.896456366911,7269.741950433587,15684.934910296826,345.98630975784715,9985615.530698383,-14384.469301616773,-0.13354043168815025,0.001228513136510275,0.37710209554707813
20,6465.985706130302,7210.851827398852,15803.395716555475,344.8003505140702,9986207.586806381,-13792.413193618879,-0.12861262665930917,0.0004909119242341953,0.3775930074713123
47,6420.780497488551,7286.465570090547,15686.741405314846,345.628307878034,9986763.24858801,-13236.751411989331,-0.12398773911088343,0.000562057051890785,0.3781550645232031
262,6437.634832240847,7273.160866064624,15703.426754589356,344.72435414525444,9987554.762579277,-12445.237420722842,-0.1173998050048562,0.001651269809812861,0.3798063343330159
245,6427.815163132421,7234.293127659353,15953.646744063097,345.8297873390276,9987673.20783227,-12326.79216773063,-0.11641396074879211,0.0015163882600475306,0.38132272259306343
235,6408.620132798869,7282.605605308795,15709.004627867633,347.21189328089457,9988203.798049537,-11796.201950462535,-0.11199774899860966,0.001442252235850572,0.38276497482891403
17,6450.5072746622145,7233.386454608318,15804.188189756811,345.2272047797148,9988423.684756344,-11576.315243655816,-0.1101675866120723,0.0004835850024010094,0.38324855983131506
129,6338.505405656321,7337.580168569904,15784.00002593918,350.18722097443117,9989358.932523515,-10641.067476484925,-0.1023833266609977,0.0008477890051000243,0.3840963488364151
344,6426.536355468704,7257.692317212856,15742.37396258648,346.92944602327896,9989519.264329867,-10480.735670132563,-0.10104885198713934,0.0024907229337369405,0.386587071770152
4,6473.560410295954,7264.490744022188,15679.548833301707,342.10929920911923,9989616.452114299,-10383.54788570106,-0.10023993802376006,0.000453077894005821,0.38704014966415784
238,6427.513191560765,7272.017872847617,15765.951756234983,345.57687250448987,9989699.244865296,-10300.755134703591,-0.09955083689093573,0.0014641041736554,0.38850425383781323
161,6460.073068026666,7266.650447756102,15788.454725410924,342.2627223518135,9989925.499684935,-10074.500315064564,-0.09766767138862038,0.0009952889812870269,0.38949954281910026
270,6455.442698882215,7244.113853484475,15720.817999703797,345.1077159553832,9989940.098416572,-10059.901583427563,-0.09754616313593334,0.001718831858787367,0.3912183746778876
438,6343.038589624314,7483.56882945785,15693.928521726513,340.3835311920817,9989946.912020467,-10053.087979532778,-0.0974894521062122,0.003989843210776281,0.3952082178886639
223,6455.921537250803,7262.457486999575,15851.024101361716,342.35566277529523,9990120.76979051,-9879.230209490284,-0.09604239804842087,0.0013580575986001497,0.39656627548726403
222,6431.589051812637,7246.089564849656,15855.291135193946,346.1202307728962,9990334.301150844,-9665.698849156499,-0.09426513252062085,0.001351267310607149,0.39791754279787117
499,6496.140137,7255.0440044,15540.44424399594,342.01313441373327,9990361.075919328,-9638.924080671743,-0.09404228060337366,0.005416863651196266,0.40333440644906743
22,6457.111163912337,7267.09671608455,15712.594147877924,343.56480802491535,9991005.289628232,-8994.710371768102,-0.08868035711082013,0.0004958581088701753,0.4038302645579376
280,6476.065637792345,7213.903618667285,15673.321039655304,345.7653632573891,9991069.820266841,-8930.17973315902,-0.08814325530381828,0.0018071848924010841,0.40563744945033864
336,6420.496310871814,7278.54207748892,15756.502064410339,346.33345974460997,9991819.48088587,-8180.519114129245,-0.08190367544225527,0.0023928201959148823,0.4080302696462535
493,6541.0473040727675,7192.219479888471,15929.93375983771,337.76072563120226,9992354.018435111,-7645.981564888731,-0.07745460923439317,0.0052563755740520635,0.41328664522030556
76,6418.089327180365,7318.575936921846,15743.041968405907,344.0191088550134,9992593.639068581,-7406.360931418836,-0.07546019730843558,0.0006499965618693961,0.41393664178217493
347,6450.589580348,7257.209588257719,15761.192258251507,344.73591818956163,9992737.753235416,-7262.246764583513,-0.07426070539125926,0.0025284605231018008,0.4164651023052767
317,6446.09982422773,7241.066626801968,15830.831065547605,345.6357197095867,9992911.37564126,-7088.624358739704,-0.07281561031820978,0.0021754474639571523,0.41864054976923387
126,6398.484504336287,7318.871889118856,15791.441027269879,345.68630169728124,9993269.282791456,-6730.717208543792,-0.06983667533085236,0.0008351356482252808,0.41947568541745917
46,6459.505681458441,7239.513184326353,15781.30089248868,344.91478941670255,9993277.403947188,-6722.596052812412,-0.06976908127766637,0.0005592467666313311,0.4200349321840905
283,6435.196437876366,7284.510833278285,15739.961848488161,344.8447813892027,9993737.444125036,-6262.555874964222,-0.06594007204822808,0.0018345660195638268,0.4218694982036543
379,6451.165218279603,7257.8870592198155,15740.020397043621,345.0985385277348,9994133.015981333,-5866.98401866667,-0.06264764594806865,0.0029683669912250687,0.42483786519487937
6,6429.148169526317,7288.735514083372,15735.151841323997,345.32321819653924,9994193.118187087,-5806.881812913343,-0.062147402900568936,0.0004576428817512901,0.42529550807663064
292,6403.950661544168,7316.001153308913,15585.16227753169,347.74309366490166,9994318.327754319,-5681.672245681286,-0.061105257862741985,0.0019192237901746324,0.42721473186680525
353,6452.634066247138,7276.155979386252,15770.118598956684,343.3727365253032,9994497.655815257,-5502.3441847432405,-0.05961267344622252,0.0026056596809189837,0.4298203915477242
180,6430.738662626248,7319.21818039772,15651.573587612223,344.05148174715913,9995101.403323933,-4898.596676066518,-0.05458755847955453,0.001094739181089254,0.4309151307288135
271,6474.736986974521,7233.526848522234,15761.214860490732,344.249497418302,9995134.349378482,-4865.650621518493,-0.054313341676300454,0.0017274692048114243,0.4326425999336249
97,6450.1710954033215,7263.9325713067055,15817.490596317119,344.2421259882031,9995959.891069774,-4040.1089302264154,-0.04744218800874716,0.0007221482510929287,0.4333647481847178
215,6452.45561468919,7266.97606352819,15763.368932834257,344.5097806196922,9996754.779690739,-3245.2203092612326,-0.040826166164117016,0.0013046764877499267,0.4346694246724677
162,6495.156272644603,7227.466866576381,15705.42615285239,343.4731757518968,9997275.734122008,-2724.2658779919147,-0.03649015504705053,0.0010002904334542983,0.435669715105922
278,6463.986292690948,7268.3497807920685,15765.972421724906,343.2845912560212,9997548.00454951,-2451.995450489223,-0.034223992155176026,0.0017891582230993833,0.4374588733290214
488,6487.455101290259,7225.006391344127,15641.035921976392,345.3263174464871,9998132.34142405,-1867.6585759501904,-0.029360435897597553,0.0051262737245345545,0.44258514705355595
356,6442.162139559833,7300.302758486519,15754.301907478883,343.68584871698516,9998775.18174408,-1224.8182559199631,-0.024009943403737452,0.0026451387067597107,0.44523028576031565
259,6437.8528272768035,7278.5104207241975,15844.449623393113,344.7919287052882,9999223.040637217,-776.9593627825379,-0.020282321517904888,0.0016266244014926782,0.44685691016180834
93,6464.60287408135,7266.731955476028,15844.462559713393,342.79689358066446,9999411.48000585,-588.5199941508472,-0.018713901809315064,0.0007078132476859511,0.44756472340949427
383,6497.508317204624,7207.106600651948,15858.52868536288,343.39784795972986,9999595.955222726,-404.0447772741318,-0.017178476552922206,0.0030284839091712715,0.45059320731866553
342,6440.300773399845,7256.9363257557125,15832.581446549058,346.2930461591835,9999778.952682849,-221.04731715098023,-0.015655350970602878,0.0024658779724729147,0.4530590852911385
11,6431.145843295625,7263.266062860089,15785.003022807428,347.37370681529234,9999953.108283846,-46.891716154292226,-0.014205818004387163,0.00046925759226692327,0.4535283428834054
241,6391.6415662607415,7311.507981228514,15817.093146929137,347.89276396223045,10000385.067203425,385.06720342487097,-0.010610534875980479,0.0014862871958391999,0.4550146300792446
302,6496.339953195472,7200.222944421795,15991.783571770487,342.7270484806701,10000587.763204113,587.763204112649,-0.008923454280033383,0.002017877560861182,0.4570325076401058
315,6442.201125201062,7301.796676287709,15599.748023224596,345.65211842736073,10001010.172640877,1010.1726408768445,-0.0054076534655539375,0.0021537473755041795,0.45918625501560995
58,6476.394373189989,7234.9449176742255,15728.544989373355,345.37703398456387,10001207.313125223,1207.3131252229214,-0.003766812577291001,0.0005939180344026914,0.4597801730500126
62,6437.958658272277,7275.339009839652,15796.582071453966,346.11011888969045,10002580.270167576,2580.270167576149,0.00766059189721036,0.0006059463724911097,0.46038611942250374
169,6436.317116043419,7256.858835161425,15936.488659299783,346.15151951808133,10003037.971999925,3037.97199992463,0.011470138595045691,0.0010360114377250336,0.46142213086022876
322,6412.252665932004,7326.737432698385,15818.45553705395,345.0490134571774,10003080.813838042,3080.813838042319,0.011826720044792162,0.0022306590569773238,0.4636527899172061
72,6435.081723456915,7301.599051365982,15792.208759438645,344.72408232566005,10003329.426146884,3329.4261468835175,0.013895971538341158,0.0006370938055242555,0.46428988372273033
73,6485.611239876135,7213.332783131377,15766.69948474363,345.90588421841977,10003487.374566715,3487.3745667152107,0.015210608794894697,0.0006402952819339251,0.46493017900466427
320,6485.297422653508,7230.288658848283,15693.053123692143,345.61808262243636,10003958.073388295,3958.073388295248,0.019128332113205478,0.0022084082328839745,0.46713858723754825
406,6493.799127582658,7234.677180068787,15699.822579122392,344.35261676482395,10004146.465055456,4146.465055456385,0.02069635479262306,0.003398555866453055,0.4705371431040013
95,6469.109302220963,7239.519869372186,15779.713524648372,345.8604453013983,10004615.131262712,4615.131262712181,0.024597160242925405,0.0007149448222882768,0.4712520879262896
165,6459.785627802236,7257.307325426636,15754.33025436093,345.90420987399494,10004815.119002262,4815.11900226213,0.02626169942316186,0.00101544609332798,0.4722675340196176
109,6418.039752425759,7323.011453505092,15755.367284066197,345.75868565976083,10005247.035099035,5247.035099035129,0.02985662612852567,0.0007669188190750731,0.47303445283869267
274,6424.979646609594,7295.964774928102,15915.822597381894,345.2223171535688,10005451.160894971,5451.160894971341,0.031555607205052676,0.001753642538909973,0.47478809537760264
8,6425.4941614120535,7316.17352360401,15852.065299231863,344.4639382978203,10005679.993966768,5679.993966767564,0.0334602320315338,0.0004622538640451404,0.4752503492416478
131,6465.737434451881,7275.255954182694,15832.183562304603,343.3959411682458,10006324.171271762,6324.171271761879,0.03882185252684598,0.0008563309058862396,0.476106680147534
191,6420.72950434709,7288.41576093996,15852.477325094453,347.0956666120757,10006532.622974053,6532.622974053025,0.04055683901367477,0.001156795987931989,0.477263476135466
377,6474.739218121703,7261.153337359846,15768.24992630344,344.28534703952494,10007190.197044132,7190.197044132277,0.046029963546296855,0.002938757530487599,0.4802022336659536
84,6447.950155952471,7293.829657514341,15929.58656730372,343.0671782731794,10007217.901853323,7217.901853322983,0.04626055638405122,0.0006765913068864188,0.48087882497284
24,6463.489164276219,7253.530276136657,16085.261535149026,342.62545107320864,10007534.360592417,7534.360592417419,0.048894507701948635,0.0005008541288050053,0.48137967910164503
198,6510.30364490961,7215.668860528364,15932.992648182326,342.0816698866684,10008166.243698917,8166.243698917329,0.054153801048958665,0.0011981059045754897,0.4825777850062205
253,6473.92984986325,7277.622647784568,15739.794923887832,343.7577775319055,10008627.151889442,8627.151889441535,0.057990034926825015,0.001578431602256584,0.4841562166084771
328,6416.748549201597,7321.749377308661,15896.924013943906,345.0359557714097,10008707.822014995,8707.82201499492,0.05866146901053625,0.002298765716742242,0.48645498232521933
243,6459.984467702516,7287.210143130271,15822.616526166297,343.782769451509,10009321.186265897,9321.186265897006,0.06376662610506856,0.0015012622871535563,0.4879562446123729
217,6468.547852167823,7262.153463010265,15838.849506015094,344.6627890326863,10010418.82806751,10418.828067509457,0.07290252507948003,0.001317821759803971,0.4892740663721769
409,6458.520881895453,7316.225722708656,15680.039313399977,343.6434357105519,10010548.111538868,10548.111538868397,0.07397857806111886,0.003450048268110639,0.49272411464028754
75,6482.893933324977,7221.9657276722355,15842.362184786096,346.05588772886006,10011025.726461189,11025.726461188868,0.07795386551152503,0.0006467465790600491,0.4933708612193476
34,6486.292412725183,7281.453255789356,15515.955061315955,345.025914187604,10011042.3991412,11042.399141199887,0.07809263566403708,0.0005265995101531829,0.49389746072950075
380,6444.781533459497,7288.138082920206,15805.391553141992,345.9064739881364,10011475.374196548,11475.374196548015,0.08169637629990742,0.002983283408266401,0.49688074413776717
14,6402.657847805307,7323.011061642626,15876.981940335283,347.25612287183395,10012076.396215493,12076.39621549286,0.08669880645372512,0.0004763674357920491,0.4973571115735592
268,6472.9651055916065,7246.512415489487,15704.37185835897,347.1173667379649,10012398.793405894,12398.79340589419,0.08938218472595731,0.001701686510995963,0.49905879808455517
214,6475.533864087772,7246.878850767446,15791.119449009204,345.8953374150941,10012563.686425555,12563.686425555497,0.09075462331840009,0.001298153105311177,0.5003569511898663
388,6481.368080077761,7227.3280859303695,15832.958858768556,346.39397357162954,10013653.746121785,13653.746121784672,0.09982741486678862,0.003105345071682247,0.5034622962615486
45,6464.955916862438,7233.933569648609,15824.477013356993,347.8265810948181,10013952.746201815,13952.746201815084,0.10231605416650003,0.0005564505327981744,0.5040187467943468
218,6445.912962099116,7275.084767336123,15902.199972259505,346.1526111774392,10014348.714786282,14348.71478628181,0.10561178231699003,0.0013244439797024837,0.5053431907740492
389,6457.76585428777,7308.391739476819,15756.485231853005,344.2703169563298,10015319.392163735,15319.392163734883,0.11369093021763552,0.0031209498207861786,0.5084641405948354
61,6444.091329973363,7312.142573477623,15790.601887645324,345.10317724294225,10015365.128606264,15365.128606263548,0.11407160405656643,0.0006029166406286542,0.509067057235464
159,6444.666237211694,7287.56849111326,15644.198691582564,348.40429426875323,10015420.328905936,15420.32890593633,0.11453104752931587,0.0009853609736986887,0.5100524182091627
369,6425.741174089092,7340.252679615867,15626.029432381185,346.88206343626194,10015452.738875875,15452.73887587525,0.11480080238986393,0.0028232439162943655,0.5128756621254571
35,6450.882528996603,7282.154471169002,15927.308653570266,345.14957117226993,10016132.999485934,16132.999485934153,0.12046275167116866,0.0005292457388474199,0.5134049078643045
340,6471.954737639248,7246.903878321072,15849.406992368158,346.26139749281293,10016165.114524929,16165.114524928853,0.12073005176067314,0.002441280839697497,0.515846188704002
311,6447.875620649452,7299.572459821488,15836.769003649231,345.32751671962774,10016749.77764149,16749.7776414901,0.1255963233978516,0.002110994414572826,0.5179571831185749
343,6467.0804586709355,7288.060583561127,15878.08738238505,343.71920405490454,10017221.869585212,17221.86958521232,0.1295256419589194,0.002478269319068256,0.5204354524376431
82,6457.811548073274,7301.708944886413,15756.915799291302,345.0945868001133,10017389.946384732,17389.94638473168,0.1309245798074011,0.0006698423086002268,0.5211052947462433
309,6451.701961338848,7307.323491411174,15816.867424243708,344.83811680489674,10018228.492738876,18228.49273887649,0.1379039739645607,0.002089937245287462,0.5231952319915308
230,6471.788903986376,7265.717198654331,15863.799481262366,345.1695553478741,10018415.872745719,18415.872745718807,0.13946357638660872,0.0014065546947005063,0.5246017866862314
260,6434.438379841417,7310.363110871294,15890.45323252124,345.7343900189171,10018621.035565507,18621.035565506667,0.14117118882641724,0.001634798393459978,0.5262365850796913
362,6473.263737824993,7264.022772412913,15789.212500926953,346.01857714278225,10018822.830799226,18822.830799225718,0.14285077215320632,0.0027259002921614776,0.5289624853718528
52,6426.050753742019,7298.917815953804,16013.353239313905,346.21377107151477,10019254.17607742,19254.176077419892,0.14644094781787434,0.0005763217333952806,0.529538807105248
330,6506.310264348251,7225.56542756873,15890.543756326098,344.22791311916785,10019510.65614494,19510.656144939363,0.14857568428870296,0.0023219269379482757,0.5318607340431963
211,6445.93862221583,7332.820158426903,15811.800426357908,343.9268504794869,10019576.52965523,19576.5296552293,0.149123963093514,0.0012787780079452696,0.5331395120511416
282,6493.287614278037,7273.766938425408,15880.81619763792,342.3280320109581,10019704.071168715,19704.071168715134,0.15018551740070094,0.001825393189466008,0.5349649052406077
136,6499.470163159597,7206.604376263165,15811.239594583827,347.23531584593735,10019830.79892302,19830.79892301932,0.15124029862247684,0.0008780640868753056,0.535842969327483
172,6452.246663684061,7294.1259602800565,15816.178341380079,346.0816876490335,10020277.136677425,20277.136677425355,0.15495525975709198,0.0010517083158019167,0.5368946776432849
263,6471.202991786338,7250.513182464952,15771.201818534826,347.67457744210867,10020416.58518093,20416.585180930793,0.15611591839662908,0.001659567648053127,0.538554245291338
338,6441.3141618178215,7316.329684397367,15761.75052722366,346.3314418386916,10020654.020775544,20654.020775543526,0.1580921437937711,0.0024169290633215147,0.5409711743546595
186,6454.431299131484,7278.614465702054,15832.306707193939,346.8549352768457,10020730.589603346,20730.58960334584,0.15872944193088964,0.0011281638448470597,0.5420993381995065
213,6460.506623401963,7293.659963106503,15830.901330247676,345.30708343374636,10021658.241863132,21658.241863131523,0.1664504829083166,0.001291662339784621,0.5433910005392911
273,6475.993255149777,7270.657776322671,15835.342474122284,345.266168784095,10021820.575436845,21820.57543684542,0.16780161870455423,0.001744874326215423,0.5451358748655065
32,6459.789283577143,7279.626192853058,15833.241405311766,346.410988616137,10021961.762310514,21961.762310514227,0.16897674615729552,0.0005213466800394049,0.545657221545546
175,6431.87419870581,7344.4132676212685,15735.288863297572,345.9530596350587,10022518.244641585,22518.244641585276,0.17360846330786475,0.0010676430213509575,0.546724864566897
13,6528.584350582035,7242.745582808748,15701.237095313241,343.27095161257927,10022889.554537134,22889.554537134245,0.1766989521075364,0.0004739855986130888,0.5471988501655101
174,6476.00153096946,7275.812551582411,16020.850233349749,343.1095180520879,10023217.359154576,23217.359154576436,0.17942733750967582,0.0010623048062442027,0.5482611549717543
221,6448.861927795001,7296.134578815074,15847.765881806221,346.4812051155246,10023320.057671236,23320.057671235874,0.18028211843332892,0.0013445109740541131,0.5496056659458084
251,6443.66483194137,7294.318806955837,15879.456338542008,346.82906730392176,10023367.390101416,23367.390101416036,0.1806760760064681,0.0015626867470240743,0.5511683526928325
2,6451.572630618736,7282.7604833083105,15836.791472573179,347.3402660486691,10023761.955745436,23761.95574543625,0.18396012719443025,0.00044855844201311296,0.5516169111348456
318,6414.354828950002,7332.506272955,15897.94423949279,347.1718413287547,10024093.855724165,24093.855724165216,0.18672259913274636,0.002186379360760957,0.5538032904956065
158,6474.705306633716,7303.797016213977,15895.011454513127,342.7979537317496,10024185.734246444,24185.734246443957,0.18748732301281698,0.0009804341688301951,0.5547837246644367
166,6454.67270417789,7304.5106618257705,15921.78965106975,344.6476300043435,10024455.2238775,24455.223877500743,0.18973034076265985,0.0010205488375155578,0.5558042735019523
398,6440.154297875419,7300.28295685703,15866.407052625435,347.1591926885192,10024735.040750673,24735.04075067304,0.1920593142774098,0.0032649689791039408,0.5590692424810562
114,6403.392108127823,7366.3710010960385,15883.941257263223,346.2002023039157,10024752.996508425,24752.9965084251,0.1922087637504445,0.0007863827732361455,0.5598556252542923
323,6478.453317653247,7296.964066263785,15918.126842007769,342.8586218171625,10025507.461736118,25507.46173611842,0.19848833336029992,0.0022418683989721844,0.5620974936532646
68,6467.548298015842,7297.109196593478,15810.581921771887,345.28240482025035,10026021.464373361,26021.46437336132,0.2027664832626942,0.0006244471753358799,0.5627219408286004
106,6444.222699324089,7308.6198138534455,15688.134301202881,348.3101283896206,10026070.891625855,26070.891625855118,0.20317787647376062,0.0007554724598355253,0.5634774132884359
248,6486.89753847447,7285.933973831321,15709.48759896466,345.129348991685,10026126.568852374,26126.56885237433,0.203641289506963,0.0015393634519888964,0.5650167767404248
133,6466.673560605187,7301.897906022238,15742.055660051825,345.8311252459781,10026290.948963461,26290.948963461444,0.20500945905561566,0.000864958870620681,0.5658817356110455
266,6464.709292873046,7310.858543923469,15702.419635944445,345.83689913885814,10026292.372515837,26292.37251583673,0.20502130757547551,0.0016847121880487783,0.5675664477990943
202,6444.929104774283,7317.953972040915,15867.211170959063,345.6996415468688,10026590.416506048,26590.416506048292,0.2075019891425435,0.0012223705708277236,0.568788818369922
88,6453.683015926487,7279.559753074165,15887.750125328208,347.29045394179826,10026690.576674223,26690.576674222946,0.20833564286852174,0.0006902939872488688,0.5694791123571709
378,6477.811778472466,7267.539670702404,15929.48734993881,345.2311093589408,10027423.503787411,27423.503787411377,0.21443594631164872,0.002953525156268944,0.5724326375134398
316,6447.832359866227,7320.880756380077,15898.083740821925,344.9980827378258,10027493.49186912,27493.491869119927,0.21501847154252357,0.002164570226637366,0.5745972077400772
314,6442.69105245169,7281.214551885544,15884.588631709183,348.5293852366017,10027525.7285165,27525.728516500443,0.21528678380369062,0.0021429786386266587,0.5767401863787038
60,6463.863284840794,7261.823393192798,15906.28196063177,347.45354482621167,10027806.9874927,27806.987492699176,0.21762776023919383,0.0005999020574255109,0.5773400884361294
393,6447.683594925243,7305.6916622834215,15677.561945713582,348.65213290702087,10028320.79843254,28320.79843254015,0.22190431460459684,0.0031841569258527196,0.5805242453619821
28,6456.617151183093,7275.1629354695,15674.236722497057,349.9280283793158,10028443.135839054,28443.13583905436,0.22292255405672365,0.0005109976880931243,0.5810352430500753
341,6481.567254277365,7276.487430766681,15780.14672869667,346.01370007855616,10028517.3019943,28517.301994299516,0.22353985425488015,0.0024535485826105504,0.5834887916326859
5,6441.924742104329,7298.001169855162,15934.594992639764,347.0462687178523,10028557.99789105,28557.997891049832,0.22387857459227783,0.0004553546673425336,0.5839441463000284
50,6476.7183980060645,7270.304671854846,15884.239481599596,345.8820930049932,10028789.001030773,28789.001030772924,0.22580126134143572,0.0005705729241046626,0.5845147192241331
173,6489.376047524464,7286.52992209161,15732.923782417312,345.1009320116566,10029230.79277989,29230.79277989082,0.22947838513695848,0.0010569932822129817,0.5855717125063461
267,6458.121878879277,7301.617938684298,15921.172914117315,345.3438667114137,10029394.325030752,29394.325030751526,0.23083949777017526,0.0016931780784409834,0.587264890584787
359,6459.6965838247625,7306.851577657418,15798.390008236636,346.17196032764343,10029547.947024718,29547.947024717927,0.23211812529243522,0.0026852158895634306,0.5899501064743504
454,6535.454804828698,7280.014169906114,15533.371578101931,342.8872780291154,10029677.479004383,29677.479004383087,0.23319624665993235,0.004323012960702426,0.5942731194350529
313,6465.1441543540195,7293.01621811326,15801.725491393381,346.6316231404792,10030091.80818905,30091.808189049363,0.23664479387059867,0.0021322637454335254,0.5964053831804864
264,6483.007214856228,7280.412993790332,15912.759785616532,344.5324747784899,10030855.300937505,30855.30093750544,0.24299950139662746,0.0016679071839729917,0.5980732903644594
71,6443.217449012836,7301.56044359668,15937.59972920336,347.0325430231621,10030939.981821354,30939.98182135448,0.24370431784838087,0.0006339083364966341,0.5987071987009561
19,6442.149334478614,7312.960243824754,15838.01901004685,347.5733774862228,10031804.790102702,31804.790102701634,0.2509022954390809,0.0004884573646130243,0.5991956560655691
220,6441.676768313034,7290.03901080891,15876.807093129417,348.8425064175583,10031858.181817908,31858.18181790784,0.25134668569050705,0.0013377884191838423,0.600533444484753
334,6433.127473734149,7327.674286845683,15778.897696663134,348.1542352546117,10031896.336909145,31896.336909145117,0.25166425837987727,0.0023689518144606315,0.6029023962992136
335,6463.892313444994,7319.5410447704135,15776.202113447054,345.5204078928147,10032210.175669126,32210.175669126213,0.25427640307155164,0.0023808560949353085,0.6052832523941489
371,6464.4035744097455,7319.992349107444,15859.304744752399,344.55155518008,10032368.332244713,32368.33224471286,0.25559277285136134,0.002851689519248873,0.6081349419133978
49,6457.452573522155,7329.127046671346,15843.348462691283,344.8412275078257,10032490.954556689,32490.954556688666,0.2566133836303732,0.0005677200594841393,0.6087026619728819
240,6455.274578709462,7289.478473696483,15942.028608791903,346.9325137898009,10033137.636619322,33137.636619322,0.2619958517398268,0.0014788557598600038,0.6101815177327419
348,6466.204347155948,7294.300896868301,15844.77196509698,346.53309816080747,10033436.473809531,33436.47380953096,0.2644831352739774,0.0025411663548761815,0.6127226840876181
120,6486.441878684888,7247.18378610847,15730.057037971006,348.99408836585013,10033533.42239099,33533.42239098996,0.26529005830170904,0.0008103926746212372,0.6135330767622393
185,6487.114257570404,7288.161473037048,15840.247004576748,344.95393772020776,10034448.422401818,34448.422401817515,0.27290579200301845,0.0011225230256228242,0.6146555997878622
219,6488.841332645345,7276.290826716014,15811.732705247598,345.9494263655922,10034579.154504288,34579.15450428799,0.2739939022400084,0.0013310994770879233,0.6159866992649501
30,6457.774909386415,7317.253425243539,16033.836824719061,343.9708521465286,10034818.746094871,34818.74609487131,0.2759880724360344,0.0005161462469060118,0.6165028455118561
181,6516.17726991792,7238.56980917185,16111.027191470608,342.6826050272184,10036020.699010039,36020.69901003875,0.28599217431046914,0.0011002403830042754,0.6176030858948603
